82.8125,64
89.0625,64
95.3125,64
90.625,64
81.25,64
84.375,64
79.6875,64
87.5,64
89.0625,64
90.625,64
89.0625,64
87.5,64
89.0625,64
84.375,64
95.3125,64
85.9375,64
85.9375,64
89.0625,64
90.625,64
84.375,64
89.0625,64
90.625,64
82.8125,64
84.375,64
85.9375,64
82.8125,64
89.0625,64
87.5,64
87.5,64
90.625,64
81.25,64
90.625,64
90.625,64
84.375,64
96.875,64
84.375,64
90.625,64
81.25,64
81.25,64
90.625,64
87.5,64
89.0625,64
87.5,64
90.625,64
93.75,64
82.8125,64
89.0625,64
76.5625,64
81.25,64
81.25,64
89.0625,64
89.0625,64
89.0625,64
